Date,Open,High,Low,Close,Volume
2015-12-15 00:00:00,163.42349609375,164.25150390625,161.880498046875,163.98650390625,54700.0
2016-01-14 00:00:00,156.12099609375,158.032001953125,154.53400390625,156.097998046875,79300.0
2016-01-25 00:00:00,156.67,156.82650390625,154.95099609375,155.61150390625,64213000.0
2016-02-08 00:00:00,152.062998046875,153.67900390625,149.60099609375,150.467998046875,86500.0
2016-02-19 00:00:00,142.434501953125,143.95849609375,142.07349609375,143.442001953125,96300.0
2016-02-25 00:00:00,138.444501953125,138.444501953125,135.19900390625,135.557001953125,104600.0
2016-04-04 00:00:00,162.36900390625,162.785,160.465,161.90599609375,70300.0
2016-05-25 00:00:00,166.00650390625,170.25849609375,165.9905078125,169.9744921875,83900.0
2016-06-06 00:00:00,177.1044921875,177.54150390625,176.36900390625,176.71400390625,78900.0
2016-06-10 00:00:00,178.3019921875,180.515,178.1525,178.28599609375,91400.0
2016-07-28 00:00:00,190.50400390625,191.2675,189.9880078125,190.7655078125,146300.0
2017-10-23 00:00:00,240.8544921875,241.51,239.1255078125,240.88900390625,94700.0
2017-11-23 00:00:00,258.2630078125,258.3855078125,256.2094921875,257.3625,76600.0
2018-02-19 00:00:00,253.24599609375,253.2605078125,248.2455078125,250.5855078125,265300.0
2018-03-05 00:00:00,248.31349609375,248.7305078125,246.82,248.1869921875,134500.0
2018-05-02 00:00:00,256.0705078125,257.1675,254.99349609375,255.6830078125,114400.0
2018-05-03 00:00:00,255.47900390625,256.5344921875,254.6905078125,256.0525,97400.0
2018-05-04 00:00:00,256.3230078125,256.80400390625,255.3769921875,256.45400390625,94400.0
2018-08-16 00:00:00,278.36150390625,280.13099609375,277.795,278.2655078125,179500.0
2018-08-17 00:00:00,279.9175,281.78150390625,279.5380078125,281.2855078125,151600.0
2018-08-20 00:00:00,281.71650390625,283.2230078125,281.71650390625,282.7425,172500.0
2018-08-21 00:00:00,282.95849609375,283.0594921875,281.51900390625,282.57900390625,138100.0
2018-09-03 00:00:00,281.9944921875,282.0319921875,277.77400390625,278.195,123200.0
2018-10-03 00:00:00,252.9055078125,254.7005078125,250.26349609375,250.69900390625,253300.0
2019-01-08 00:00:00,273.01900390625,275.42400390625,271.6194921875,275.095,146100.0
2019-02-01 00:00:00,273.3455078125,275.3305078125,269.3044921875,270.8594921875,231600.0
2019-05-27 00:00:00,312.34900390625,317.0075,311.425,316.47650390625,232000.0
2019-06-06 00:00:00,315.2394921875,315.415,308.0080078125,308.57400390625,274600.0
2019-07-04 00:00:00,314.71,316.08349609375,314.2805078125,314.71849609375,242986000.0
2019-07-22 00:00:00,296.1705078125,296.35150390625,291.94099609375,292.8494921875,339800.0
2019-08-02 00:00:00,282.2425,285.4119921875,279.3755078125,282.0494921875,310300.0
2019-10-01 00:00:00,292.26150390625,295.26400390625,280.77349609375,287.255,1187300.0
2019-11-07 00:00:00,307.22599609375,308.21349609375,304.6255078125,306.33150390625,364800.0
2019-11-28 00:00:00,319.8169921875,321.5705078125,319.05900390625,321.2294921875,498300.0
2019-12-04 00:00:00,315.4930078125,320.1775,314.44,319.7930078125,516800.0
2019-12-05 00:00:00,320.8380078125,321.2694921875,316.2830078125,317.1294921875,393300.0
2019-12-06 00:00:00,317.97150390625,318.8369921875,312.50650390625,313.4155078125,485400.0
2019-12-09 00:00:00,313.21400390625,315.37650390625,311.2205078125,313.16650390625,494500.0
2019-12-10 00:00:00,313.86400390625,314.1280078125,311.26,311.60349609375,505400.0
2019-12-11 00:00:00,311.51650390625,313.37849609375,309.96400390625,312.5675,815400.0
2019-12-12 00:00:00,313.5680078125,317.1144921875,313.52099609375,316.6544921875,529700.0
2019-12-13 00:00:00,317.7555078125,321.0505078125,317.705,320.1425,390500.0
2019-12-16 00:00:00,321.59,321.8694921875,318.9775,319.7419921875,306000.0
2019-12-17 00:00:00,320.82400390625,322.13349609375,319.87349609375,321.4025,259900.0
2019-12-18 00:00:00,322.9225,322.93650390625,320.1730078125,322.4425,258800.0
2019-12-19 00:00:00,322.81650390625,323.28349609375,320.8505078125,322.4144921875,436900.0
2019-12-20 00:00:00,322.66849609375,324.43349609375,321.9944921875,323.8494921875,535200.0
2019-12-23 00:00:00,323.81,325.0280078125,321.96849609375,323.3944921875,391500.0
2019-12-24 00:00:00,323.3780078125,323.90349609375,322.4605078125,322.8075,330800.0
2019-12-26 00:00:00,322.76150390625,323.14599609375,319.6325,319.9769921875,339800.0
2019-12-27 00:00:00,321.425,324.44849609375,320.5625,324.12349609375,332400.0
2019-12-31 00:00:00,323.4594921875,323.4594921875,321.0875,321.61650390625,251400.0
2020-01-02 00:00:00,321.33150390625,324.6544921875,321.21400390625,324.43849609375,253600.0
2020-01-03 00:00:00,323.2694921875,323.2980078125,319.60400390625,320.6925,217600.0
2020-01-06 00:00:00,319.1044921875,319.1444921875,311.7055078125,312.37150390625,256200.0
2020-01-07 00:00:00,315.9805078125,318.5144921875,312.00900390625,313.99400390625,294400.0
2020-01-08 00:00:00,309.955,314.51849609375,308.9955078125,313.73650390625,304500.0
2020-01-09 00:00:00,317.4825,321.7269921875,316.67150390625,320.92400390625,308000.0
2020-01-10 00:00:00,322.1569921875,323.4719921875,319.53400390625,320.97400390625,444700.0
2020-01-13 00:00:00,321.39099609375,323.22650390625,320.7405078125,321.77650390625,291400.0
2020-01-14 00:00:00,321.9644921875,321.9644921875,319.8919921875,320.71650390625,438900.0
2020-01-15 00:00:00,319.9475,320.00900390625,316.70349609375,318.24900390625,545700.0
2020-01-16 00:00:00,318.1055078125,319.88900390625,316.92400390625,318.53900390625,253700.0
2020-01-17 00:00:00,315.71650390625,317.7355078125,314.455,315.90650390625,308100.0
2020-01-20 00:00:00,319.2394921875,319.2394921875,310.5094921875,310.80650390625,282200.0
2020-01-21 00:00:00,309.78849609375,311.7125,308.58599609375,309.4755078125,227500.0
2020-01-22 00:00:00,310.61599609375,311.4905078125,306.14,307.0144921875,200600.0
2020-01-23 00:00:00,307.4219921875,310.8725,306.21349609375,310.0405078125,343800.0
2020-01-24 00:00:00,310.40099609375,313.7544921875,308.7905078125,312.4175,424600.0
2020-01-27 00:00:00,311.1055078125,312.2705078125,308.0855078125,308.37400390625,309900.0
2020-01-28 00:00:00,309.22,310.4844921875,306.56349609375,307.61400390625,239600.0
2020-01-29 00:00:00,309.15099609375,310.82849609375,308.3580078125,308.77,268800.0
2020-01-30 00:00:00,308.8925,309.095,305.2130078125,306.47400390625,328900.0
2020-01-31 00:00:00,309.505,310.3344921875,306.9180078125,308.33599609375,333400.0
2020-02-03 00:00:00,298.1175,301.0580078125,296.1255078125,300.2325,337100.0
2020-02-04 00:00:00,302.3530078125,307.7694921875,301.8244921875,306.8669921875,336600.0
2020-02-05 00:00:00,307.6194921875,310.65849609375,306.30849609375,310.0194921875,427600.0
2020-02-06 00:00:00,310.7075,314.70650390625,309.1725,313.0405078125,334000.0
2020-02-07 00:00:00,313.6705078125,313.6819921875,311.1105078125,312.0194921875,254400.0
2020-02-10 00:00:00,312.48650390625,312.4880078125,309.5719921875,310.58150390625,239700.0
2020-02-11 00:00:00,312.3019921875,315.0594921875,312.25900390625,313.00599609375,198900.0
2020-02-12 00:00:00,314.41150390625,315.88599609375,313.98150390625,314.92900390625,226000.0
2020-02-13 00:00:00,315.8655078125,316.4944921875,311.80599609375,312.3025,303000.0
2020-02-14 00:00:00,312.81849609375,314.36650390625,307.76099609375,308.3480078125,341400.0
2020-02-18 00:00:00,306.615,306.9275,302.5244921875,305.625,398900.0
2020-02-19 00:00:00,309.05,309.47150390625,306.06150390625,308.3819921875,268800.0
2020-02-20 00:00:00,308.6230078125,310.8530078125,307.0244921875,309.42849609375,273100.0
2020-02-24 00:00:00,306.66349609375,307.02150390625,304.28,304.55099609375,254200.0
2020-02-25 00:00:00,305.17,306.1069921875,303.2994921875,304.3269921875,215900.0
2020-02-26 00:00:00,302.7994921875,305.15349609375,301.3175,303.06849609375,291000.0
2020-02-27 00:00:00,302.7,302.7194921875,299.14150390625,301.87,358000.0
2020-02-28 00:00:00,295.0155078125,295.64099609375,290.515,291.47150390625,386900.0
2020-03-02 00:00:00,297.01,297.91150390625,285.7169921875,288.68400390625,368300.0
2020-03-03 00:00:00,290.1255078125,292.85349609375,287.4955078125,291.7705078125,367300.0
